,brs_mean,brs_std,brs_slope,brs_min,brs_max,sdnn_mean,sdnn_std,sdnn_min,sdnn_max,sdnn_slope,rmssd_mean,rmssd_std,rmssd_min,rmssd_max,rmssd_slope,pnn50_mean,pnn50_std,pnn50_min,pnn50_max,pnn50_slope,arv_mean,arv_std,arv_min,arv_max,arv_slope,cv_pa_mean,cv_pa_std,cv_pa_min,cv_pa_max,cv_pa_slope,std_pa_mean,std_pa_std,std_pa_min,std_pa_max,std_pa_slope,rsa_mean,rsa_std,rsa_min,rsa_max,rsa_slope
rmssd_mean,0.7560606894722339,0.672836360639423,-0.010998876063868972,0.2079709554936758,0.6556467609990205,0.9682741111994381,0.8522916672706382,0.36230355012507315,0.7831456483907616,0.014092742284777552,1.0,0.8812649521479438,0.3816211595401667,0.8049586187425046,0.029449172454325132,0.9544741086217987,0.8926642684452678,0.29725706353828696,0.7982561072868262,0.019666777787531883,0.053915095962832504,0.06753745319791457,0.030374362402577345,0.05972198779777108,0.017977696292068652,0.16753786961171163,0.06064671957848584,0.09482554756779868,0.06546045515306052,-0.02448857941406504,0.18843824495216452,0.07476727524751461,0.09595107729826603,0.06917509299193696,-0.03206387984505691,0.9646784449426548,0.8798108265359202,0.31626661688155544,0.7736244260315389,0.0176317308529182
rmssd_std,0.653179841318684,0.6705935374377129,0.007112045425223863,0.09258773477015243,0.6663067852482466,0.871989744056536,0.9759328689420216,0.1546947239377982,0.9022536437752381,0.022440633897605693,0.8812649521479438,1.0,0.17238672542007227,0.9206896141067149,0.03543498999003705,0.8107586278159864,0.8733361556601025,0.10303070268771747,0.7969806606605395,0.015662292945387898,0.060296721871179564,0.09190507310034235,0.003670966671132382,0.084361059974316,0.02532155769399548,0.16804929142606337,0.09192925333466005,0.06585564058225378,0.09260731529698855,-0.03364511121119757,0.19100058949733442,0.1055561434667374,0.06902443546691525,0.0975307739120946,-0.0439941357550144,0.8511688447807934,0.948694417937619,0.1295102194190605,0.8732876205789124,0.021215496095077623
rmssd_min,0.28879824085219563,0.12143575526819723,-0.02909509082103701,0.2660442989296999,0.11758851450004189,0.4089910065394037,0.19286284429364337,0.9280960280314825,0.22602783319952896,-0.027546851508482455,0.3816211595401667,0.1723867254200723,1.0,0.20295028242522026,-0.016013287432481354,0.32954229167331317,0.2161009026544659,0.32726057368442013,0.21475864930271632,-0.009724747157634177,0.13089075041238127,-0.09841171514378072,0.22841256149059244,-0.044276359771656164,0.026253236775056542,0.1368577364911671,-0.13005031876933806,0.26198816188009977,-0.09183934358484103,0.005913759907520116,0.1360371110670397,-0.09877202928236307,0.2789123623346149,-0.07605213088912562,0.013414667205702342,0.44423091649732194,0.22809846227812017,0.7162641325497878,0.23794752771256245,-0.0005572909331999186
rmssd_max,0.6342122248950642,0.6422359517047536,0.023266255583691733,0.0953814245393921,0.636221979565275,0.8018764927353648,0.8956275332178333,0.1817714117474673,0.9622663328597415,0.05530215410092163,0.8049586187425047,0.9206896141067148,0.20295028242522023,1.0,0.06886846506559499,0.7401903964652617,0.786803458989987,0.19330146710031373,0.8490938122876186,0.04603978519889991,0.08588276333567518,0.09256743862883084,0.019917646129334266,0.10476046908853562,0.05311440548106465,0.19250380405100453,0.08963498675119275,0.09002339413476382,0.10507004200937395,-0.013731078632387159,0.21879692310422527,0.10778959910336555,0.10070081167049895,0.10999723010828998,-0.013691895410975931,0.7747132306462534,0.8592813976705783,0.1526150287508795,0.8704606228630393,0.04305004079994478
rmssd_slope,0.027960788499073436,0.02999282242785638,0.3785401615752304,-0.01953738605989725,0.02811267155102905,0.03093977255475284,0.034540667616827954,-0.009864889391505621,0.06276578014141113,0.9430335310529842,0.029449172454325132,0.03543498999003705,-0.016013287432481354,0.06886846506559498,1.0,0.03207498420694322,0.05007371552630136,-0.010859998384566489,0.09199683466840651,0.826605925432369,0.002683338686461776,0.01717143245081897,-0.005455748173693683,-0.013212893110328038,0.11379874408272893,-0.019020683148508823,-0.024189474975852308,-0.004844840752336201,-0.021491119577655423,0.09671137823823509,-0.019122093128199517,-0.025970862469790724,0.0035449776470501426,-0.029907802136295944,0.11231487040273326,0.02535886376501656,0.029051150701321995,0.014016317297020114,0.036557525885244746,0.8638269001440702
pnn50_mean,0.7305399660902462,0.6531520762417296,-0.01767469497229376,0.2117971271253487,0.6328923776379034,0.9066924549891163,0.7766225998595141,0.3133362196856779,0.7128736050461926,0.020581829276567452,0.9544741086217988,0.8107586278159863,0.3295422916733131,0.7401903964652617,0.03207498420694321,1.0,0.9255864177689831,0.31429328025152753,0.8245256047766096,0.029005735657975085,0.02896377373376364,0.09394384285447928,-0.0033831669031100906,0.06313565577719829,0.009123248681217246,0.13237778636844988,0.06810325254072891,0.048953517069529995,0.0643934028384779,-0.02277730391849996,0.14956518452405282,0.07702481713298412,0.04852201290208655,0.06546973471935003,-0.02784918477832644,0.8973846727023199,0.8061581749938329,0.2752891316062759,0.6994609425302332,0.020872910990963372
pnn50_std,0.6765893352465583,0.6408235426205557,-0.003920398964748163,0.11540578308415421,0.6220229774022066,0.8608971560250784,0.8507097692443659,0.19681181714434237,0.7657894295663087,0.04169303960588747,0.8926642684452678,0.8733361556601024,0.2161009026544659,0.786803458989987,0.05007371552630136,0.9255864177689831,1.0,0.0948329993265771,0.8782969791661775,0.04092304152726512,0.046682606124746846,0.1344976113233118,-0.022611022108223817,0.09372682676124452,0.013710685140258963,0.14502383407494887,0.10360007665556889,0.028819315808900542,0.09535040250670859,-0.023291102029557077,0.16501391621347586,0.11165153421041683,0.029652186169352345,0.09349369749828289,-0.027324455443090853,0.8386082278279762,0.8303549400095166,0.16651236464214664,0.7215253404122007,0.03286884367119704
pnn50_min,0.23628883769039075,0.12911554503703804,-0.029301885971582703,0.26820718217334577,0.1331788676081911,0.2883941780402208,0.07780984801252921,0.3264439680924733,0.17417339693478165,-0.026627732789834633,0.2972570635382869,0.10303070268771747,0.32726057368442013,0.19330146710031373,-0.01085999838456649,0.31429328025152753,0.09483299932657709,0.9999999999999999,0.23526011511766384,0.035238820519160344,-0.01875528488059563,-0.10096435331942599,0.0775677111365163,-0.06821302822167598,-0.002767271240198479,0.032605627633570104,-0.0889936320971949,0.10340362408093422,-0.07208271555921769,-0.015011609354332468,0.026331755023429975,-0.08247980600475469,0.10731070079859573,-0.06772655442889473,-0.012721095689872248,0.283457076431517,0.14214839878706553,0.2895315827444386,0.16431334120842492,0.004195784766235324
pnn50_max,0.622797915892252,0.5899965378706934,0.009186793432044616,0.10819923177648708,0.5749669516202747,0.7811170960356956,0.7709149457327777,0.194269107771589,0.8136979164093627,0.08105867514274162,0.7982561072868262,0.7969806606605395,0.21475864930271632,0.8490938122876187,0.09199683466840651,0.8245256047766097,0.8782969791661775,0.23526011511766382,1.0,0.08162577211331828,0.055663276279130515,0.15333699755485966,-0.04376430605301668,0.13401253768298493,0.04423115358317073,0.17331087250802568,0.12570245224634502,0.021281980313472042,0.1309809219010836,0.002090997042620551,0.20268331162514544,0.13742762422776872,0.028154118656145727,0.12907645007006766,0.007667567231506723,0.741965253607539,0.7375203131471689,0.16511037279359309,0.6983362361711497,0.05789107520178707
pnn50_slope,0.008825709183745216,-0.003717002128809137,0.33711577526374503,-0.010052009368991097,0.0018168734131402315,0.021367434168239847,0.015480432161543982,-0.010823012579304125,0.038141619763620446,0.7800442204409579,0.019666777787531883,0.015662292945387898,-0.009724747157634177,0.04603978519889991,0.826605925432369,0.029005735657975085,0.04092304152726512,0.035238820519160344,0.08162577211331828,1.0,0.002627157147371835,-0.003958474020933342,0.012969530465434894,-0.026195376333033753,0.0990173100092565,-0.034499773391121154,-0.03757981220916108,0.000378450769511528,-0.0362624512066342,0.0835738838048928,-0.03176425072475506,-0.03941413246365984,0.007873770552948205,-0.03969189679547261,0.10522186271339627,0.014736134521913757,0.010190610781504005,0.030439149966576876,0.012406614867219558,0.7449812077823866
arv_mean,0.023901075705394896,0.007735813954377226,0.011223533374273486,-0.08060924041490819,-0.02057116760671016,0.067497269539479,0.06955208873039717,0.11102260527324732,0.09975172480445138,0.006997930963152017,0.053915095962832504,0.060296721871179564,0.13089075041238127,0.08588276333567517,0.002683338686461776,0.028963773733763635,0.046682606124746846,-0.01875528488059563,0.05566327627913052,0.0026271571473718345,1.0,0.10557894147867047,0.5996768665624266,0.49334821181879557,0.007503884567855444,0.7146387517145744,-0.08382391531012852,0.6346086924846865,0.06635039316033423,0.003850408430998728,0.6574204868052307,-0.04018599562526225,0.6982123040155226,0.07225481560006755,0.018456331622987952,0.06520289557236184,0.05235084769162555,0.10049499571857523,0.08469179547572739,-0.0009687624045821243
arv_std,-0.01229715671188738,0.03593284144950333,0.02183241697556093,-0.31714363617941677,0.04828417018867142,0.09473577750199833,0.10245054590308399,-0.07284612648182513,0.09617662107111083,-0.004320689123762129,0.06753745319791457,0.09190507310034235,-0.09841171514378072,0.09256743862883084,0.01717143245081897,0.09394384285447929,0.13449761132331184,-0.10096435331942599,0.1533369975548597,-0.003958474020933342,0.10557894147867047,1.0,-0.430077428920335,0.6552659198327827,0.05023748966426676,0.30803896475386966,0.5679994978824875,-0.34345377716675674,0.4840229536993439,-0.08637506184171907,0.4040724512804495,0.5912522982615679,-0.34246857373403844,0.4991742594069862,-0.06107252284762242,0.057316322348685105,0.07396527662815947,-0.12399560241448698,0.06583819331428384,0.009196623353848675
arv_min,0.04288659572547434,-0.010937777750999472,0.004867708460532611,0.17080823361759204,-0.035437640503282256,0.0178436446479049,0.0012384773877579043,0.19451151254138044,0.02399247932418735,0.01242817513175839,0.030374362402577345,0.0036709666711323818,0.22841256149059247,0.019917646129334266,-0.005455748173693684,-0.00338316690311009,-0.022611022108223813,0.0775677111365163,-0.04376430605301667,0.012969530465434894,0.5996768665624266,-0.430077428920335,1.0,0.024746906676238047,-0.01432503387783753,0.2743854464918822,-0.44213062665022523,0.8416957671239819,-0.29669666121523425,0.08718025894084691,0.1768039845320129,-0.41036054185976695,0.8460836305553904,-0.2953280275179236,0.08789266022257228,0.041622575731123566,0.005460348152284918,0.21842707963327793,0.03197040922645734,-0.007367711775374252
arv_max,-0.011798188143967703,0.031190551265530435,0.0139065607592378,-0.3845246451528633,0.028022039732066913,0.08152360659934564,0.0898635539359606,-0.03198224986074293,0.1084941818346336,-0.028231572703634123,0.05972198779777108,0.084361059974316,-0.044276359771656164,0.1047604690885356,-0.013212893110328038,0.06313565577719829,0.09372682676124452,-0.06821302822167598,0.13401253768298493,-0.026195376333033753,0.49334821181879546,0.6552659198327826,0.024746906676238047,1.0,0.02867579046174572,0.6475328320200373,0.5694415775172335,0.0986736487386087,0.6474999788989177,-0.08658024397782099,0.7170353812662115,0.6038510401627187,0.1336585236147674,0.6595364998326015,-0.06634957540676446,0.053042634059074514,0.06940642652311636,-0.07506151019097852,0.08891230747328134,-0.019451515846036282
arv_slope,0.026485985760547233,0.02730205919878899,-0.005571755747998549,-0.018715703413548723,0.016382050434093492,0.027129552773851595,0.03210329837531317,0.012515711920543631,0.0525976346763649,0.13795728463771204,0.017977696292068652,0.02532155769399548,0.026253236775056546,0.05311440548106464,0.11379874408272893,0.009123248681217245,0.013710685140258961,-0.002767271240198479,0.044231153583170736,0.0990173100092565,0.007503884567855444,0.05023748966426676,-0.01432503387783753,0.028675790461745718,1.0,0.021442878205742876,0.001596638598637462,-0.00289147453759397,0.007413241845487124,0.35465811068982706,0.022114438462215807,0.016496309551637202,-0.006856753264691143,0.013234002562586892,0.4148566751170277,0.03156423222572896,0.028212807787812735,0.037679660600612105,0.04803278020923673,0.09918134150252335
cv_pa_mean,0.08525319082593091,0.07666934656879257,0.00519155411830327,-0.2451776929131795,0.047423920401863044,0.19542829486108568,0.175574368718575,0.12111413126911724,0.20761368917274475,-0.02842861531876168,0.16753786961171163,0.16804929142606337,0.13685773649116711,0.1925038040510045,-0.019020683148508823,0.13237778636844988,0.1450238340749489,0.032605627633570104,0.17331087250802568,-0.034499773391121154,0.7146387517145744,0.30803896475386966,0.2743854464918822,0.6475328320200373,0.021442878205742876,1.0,0.3999385621570708,0.4741583686273147,0.511443108200496,-0.08973739508514243,0.8986636605817832,0.40726848122328607,0.45512884639479484,0.47380844470373057,-0.08241228033753957,0.17272114345282674,0.1589528613619288,0.09406420000595987,0.18277952811467635,-0.01597595603365886
cv_pa_std,0.002332164741092775,0.0618855654029702,0.022484322563284295,-0.4446177414942222,0.06902805772739042,0.0799839163661146,0.09729791863694484,-0.10688965330302115,0.0905012124147443,-0.049847178671304344,0.06064671957848584,0.09192925333466005,-0.13005031876933806,0.08963498675119275,-0.024189474975852308,0.06810325254072891,0.1036000766555689,-0.0889936320971949,0.12570245224634502,-0.03757981220916109,-0.08382391531012852,0.5679994978824875,-0.44213062665022523,0.5694415775172335,0.001596638598637462,0.3999385621570708,1.0,-0.3209322933703593,0.9197052896450615,-0.1401007041118978,0.5181670215274224,0.9685391565924067,-0.32982666872068583,0.9099484432070448,-0.138848904649947,0.048394542942467186,0.08048938095383264,-0.162248174870306,0.07079973709753552,-0.030236913285122565
cv_pa_min,0.0729841216585906,0.021583263490878343,-0.008415002958327637,0.11589472488387229,-0.010354932991930934,0.08804343793094446,0.0652092729907987,0.21541598279670776,0.09769453760848935,0.01182192704943371,0.09482554756779868,0.06585564058225378,0.26198816188009977,0.09002339413476382,-0.004844840752336201,0.048953517069529995,0.02881931580890054,0.10340362408093422,0.021281980313472042,0.000378450769511528,0.6346086924846865,-0.34345377716675674,0.841695767123982,0.0986736487386087,-0.00289147453759397,0.4741583686273147,-0.3209322933703593,1.0,-0.14209589929707175,0.05014239184604123,0.32619565768900033,-0.2904783735192432,0.9113278293743339,-0.16877780239434642,0.044437473056268266,0.1060244042423539,0.06739398768503674,0.23439581833547957,0.10103635266234173,0.0033639128935860933
cv_pa_max,0.009687601422896026,0.06888279110776335,0.022750564749648615,-0.44809634685031724,0.0710361436296982,0.08604558369415875,0.09936731696584315,-0.07726883289324636,0.10761781079949581,-0.043746023276624725,0.06546045515306052,0.09260731529698855,-0.09183934358484104,0.10507004200937393,-0.021491119577655423,0.0643934028384779,0.0953504025067086,-0.07208271555921769,0.13098092190108357,-0.036262451206634204,0.06635039316033423,0.4840229536993439,-0.29669666121523425,0.6474999788989177,0.007413241845487125,0.511443108200496,0.9197052896450615,-0.14209589929707178,1.0,-0.12388862743145676,0.5853578842607603,0.9054048387700753,-0.1598860116081443,0.9576038402859081,-0.12108102224346633,0.06029728820165529,0.08804818909309582,-0.1368834835140244,0.09719912462248975,-0.025146415868301346
cv_pa_slope,-0.028095173241460516,-0.025160927942089007,0.013791785005667924,0.046804956609231764,-0.026311631431471832,-0.03447708866291224,-0.03415869847088775,-0.01640194037944242,-0.01901850196508377,0.11373408053427078,-0.02448857941406504,-0.03364511121119757,0.005913759907520116,-0.013731078632387159,0.09671137823823509,-0.022777303918499955,-0.023291102029557073,-0.015011609354332468,0.002090997042620551,0.0835738838048928,0.003850408430998728,-0.08637506184171907,0.08718025894084691,-0.086580243977821,0.35465811068982706,-0.08973739508514243,-0.1401007041118978,0.050142391846041225,-0.12388862743145676,1.0,-0.093458788710074,-0.12782309591946434,0.05599518652277594,-0.12072272827544767,0.8945134685345711,-0.023491128551209037,-0.0281503897851998,0.006008417099185452,-0.016058202299892476,0.09306591709616566
std_pa_mean,0.08283895544132057,0.08434972639376165,0.006961956524448386,-0.3358540614562551,0.06351899940201483,0.2275997309815561,0.20244818898071393,0.13278999580829778,0.23249500262206482,-0.033083526002319216,0.18843824495216452,0.19100058949733442,0.1360371110670397,0.21879692310422527,-0.019122093128199517,0.14956518452405282,0.16501391621347586,0.026331755023429975,0.2026833116251454,-0.03176425072475506,0.6574204868052307,0.4040724512804495,0.1768039845320129,0.7170353812662115,0.022114438462215807,0.8986636605817832,0.5181670215274224,0.3261956576890004,0.5853578842607603,-0.093458788710074,1.0,0.5702738367937433,0.39045012105741483,0.6188225792918287,-0.08129860343680462,0.19675150431742303,0.1817385857980762,0.0851070486088982,0.20318779317662153,-0.025320526943456316
std_pa_std,0.0030332349229953708,0.06009651498640254,0.023882131724433278,-0.46128896563743244,0.06701025273137429,0.09656965653278259,0.11384559020592813,-0.07730695251839283,0.11033364411530719,-0.04944408356418619,0.07476727524751461,0.1055561434667374,-0.09877202928236306,0.10778959910336552,-0.025970862469790724,0.07702481713298413,0.11165153421041682,-0.08247980600475469,0.13742762422776875,-0.03941413246365984,-0.04018599562526225,0.5912522982615679,-0.41036054185976695,0.6038510401627187,0.016496309551637202,0.40726848122328607,0.9685391565924067,-0.2904783735192432,0.9054048387700754,-0.12782309591946434,0.5702738367937433,1.0,-0.2827503602532448,0.9412636099186882,-0.12101592350059091,0.0661049071337815,0.09723107555427883,-0.135934662617704,0.09350688506085313,-0.033385657919943544
std_pa_min,0.07102979992025553,0.02160290877852778,-0.01816962629887248,0.09103890335127335,-0.00806404001905237,0.10043690252472208,0.07457389013506985,0.24090635704993352,0.11276662514701832,0.02056998228885912,0.09595107729826602,0.06902443546691525,0.27891236233461486,0.10070081167049896,0.0035449776470501426,0.04852201290208655,0.029652186169352345,0.10731070079859573,0.02815411865614573,0.007873770552948207,0.6982123040155227,-0.34246857373403844,0.8460836305553903,0.1336585236147674,-0.006856753264691143,0.4551288463947949,-0.32982666872068583,0.9113278293743338,-0.1598860116081443,0.055995186522775936,0.39045012105741483,-0.28275036025324485,0.9999999999999998,-0.1474813958819208,0.05336997596417369,0.11451560845901382,0.0728376602785359,0.2419620707001262,0.10882977656892388,0.004188364989574303
std_pa_max,0.005008508328790075,0.061907475589002975,0.023223705704683337,-0.4626975105368255,0.06711350070386427,0.09310436334515157,0.10738301892261493,-0.058713383288829746,0.11485009933132967,-0.050298183654346594,0.06917509299193696,0.0975307739120946,-0.07605213088912562,0.10999723010828996,-0.029907802136295947,0.06546973471935003,0.09349369749828289,-0.06772655442889473,0.12907645007006766,-0.03969189679547261,0.07225481560006755,0.4991742594069861,-0.29532802751792353,0.6595364998326014,0.01323400256258689,0.4738084447037306,0.9099484432070448,-0.16877780239434642,0.957603840285908,-0.12072272827544767,0.6188225792918287,0.9412636099186882,-0.1474813958819208,1.0,-0.11796900737483818,0.0671206425639519,0.09566139835674986,-0.12040987651195248,0.10711172697697292,-0.03339558036582792
std_pa_slope,-0.027902581509317775,-0.027139944971501944,0.007537197984481552,0.043735070455122656,-0.02635397663698293,-0.04043491264657539,-0.042506504133537126,-0.011901069306172603,-0.019352367646232115,0.14050128576124776,-0.03206387984505691,-0.0439941357550144,0.013414667205702344,-0.01369189541097593,0.11231487040273326,-0.027849184778326444,-0.027324455443090853,-0.01272109568987225,0.007667567231506724,0.10522186271339626,0.018456331622987952,-0.06107252284762242,0.08789266022257226,-0.06634957540676448,0.4148566751170277,-0.08241228033753957,-0.138848904649947,0.04443747305626827,-0.12108102224346634,0.8945134685345711,-0.08129860343680462,-0.12101592350059091,0.05336997596417369,-0.11796900737483818,1.0,-0.03127159370527208,-0.04020789354406396,0.002895809264592461,-0.019763764352154062,0.09854218664659495
rsa_mean,0.728266683410583,0.6396457704405912,-0.010414649155775236,0.20792578710628623,0.6321630069813694,0.9774679089260135,0.8494783682397792,0.43582381048468527,0.776802158790031,0.00985830955779538,0.9646784449426546,0.8511688447807935,0.444230916497322,0.7747132306462535,0.025358863765016563,0.8973846727023199,0.8386082278279762,0.2834570764315171,0.741965253607539,0.014736134521913757,0.06520289557236182,0.057316322348685105,0.041622575731123566,0.05304263405907451,0.03156423222572896,0.17272114345282674,0.048394542942467186,0.10602440424235392,0.060297288201655294,-0.023491128551209033,0.19675150431742303,0.0661049071337815,0.11451560845901383,0.0671206425639519,-0.031271593705272084,0.9999999999999998,0.8985817752662257,0.3857219178057461,0.7973133851116552,0.02059586357344984
